inspection_id,name,aka_name,facility_type,risk,address,city,state,zip,date,inspection_type,results,violations,latitude,longitude,location
2366080,GEORGE'S HOT DOG,GEORGE'S HOT DOG,Restaurant,Risk 1 (High),1876 N DAMEN AVE ,CHICAGO,IL,60647,03/19/2020,Canvass,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO CLEAN UP SUPPLIES ON THE PREMISES TO RESPOND TO VOMIT AND DIARRHEAL EVENTS.  MANAGEMENT INSTRUCTED TO PROVIDE ALL SUPPLIES LISTED ON THE CLEAN UP PROCEDURE.  PRIORITY FOUNDATION 7-38-005.  NO CITATION ISSUED. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO SANITIZER TEST STRIPS ON THE PREMISES TO MEASURE THE SANITIZER CONCENTRATION AT THE 3 COMPARTMENT SINK.  MUST PROVIDE.  PRIORITY FOUNDATION 7-38-005.  NO CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE GREASE AND FOOD DEBRIS ON THE PREP TABLES, 3 COMPARTMENT SINK, COOKING EQUIPMENT, PREP COOLERS, STEAM TABLE THROUGHOUT THE PREMISES. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED WASTE WATER BACKING UP INTO THE LEFT AND RIGHT COMPARTMENTS OF THE 3 COMPARTMENT SINK WHEN WATER IS RUN IN THE MIDDLE COMPARTMENT.  MANAGEMENT INSTRUCTED TO REPAIR THE SINK SO THAT IT DRAINS PROPERLY.  PRIORITY 7-38-030(C).  NO CITATION ISSUED. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST PROVIDE A COVERED WASTE RECEPTACLE IN THE EMPLOYEE WASHROOM. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED EXCESSIVE GREASE ON THE TOP AND SIDES AND GROUND SURROUNDING THE GREASE DUMPSTER.  MANAGEMENT INSTRUCTED TO CLEAN AND MAINTAIN THE GREASE DUMPSTER AND THE GROUND AROUND IT AT ALL TIMES.  PRIORITY FOUNDATION 7-38-020(B).  NO CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CLEAN THE FLOOR THROUGHOUT THE PREP AREA AND REAR STORAGE AREA.  CLEAN THE GREASE ON THE WALLS OF THE FOOD PREP AREA. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: CLEAN THE GREASE BUILDUP ON THE VENTILATION HOOD AND FILTERS.",41.91595533037147,-87.6777277973711,"(-87.6777277973711, 41.91595533037147)"
2366084,OAZAS,OAZAS,Restaurant,Risk 1 (High),3057 W LAWRENCE AVE ,CHICAGO,IL,60625,03/19/2020,Canvass,No Entry,,41.96836672599028,-87.70589093652269,"(-87.70589093652268, 41.96836672599028)"
2366088,CAFFECAFE,CAFFECAFE,Restaurant,Risk 1 (High),1 E WACKER DR ,CHICAGO,IL,60601,03/20/2020,Canvass Re-Inspection,Pass,,41.88670755506981,-87.6278834784023,"(-87.6278834784023, 41.886707555069805)"
2366077,TWO LIGHTS SEAFOOD & OYSTER,TWO LIGHTS SEAFOOD & OYSTER,Restaurant,Risk 1 (High),227 W NORTH AVE ,CHICAGO,IL,60610,03/19/2020,Canvass Re-Inspection,Pass,,41.91104231688868,-87.63582558404094,"(-87.63582558404093, 41.91104231688869)"
2366076,B M G INC,BURGER KING,Restaurant,Risk 2 (Medium),11020 S KEDZIE AVE ,CHICAGO,IL,60655,03/19/2020,Canvass,Out of Business,,41.69273253129445,-87.70101405389029,"(-87.70101405389028, 41.692732531294446)"
2366320,YUEN'S 8 INC.,YUEN'S,Restaurant,Risk 1 (High),7357 N CLARK ST ,CHICAGO,IL,60626,03/19/2020,Canvass,Out of Business,,42.01544898577736,-87.67495947642063,"(-87.67495947642063, 42.015448985777354)"
2366061,KABOBI,KABOBI,Restaurant,Risk 1 (High),4748 N KEDZIE AVE ,CHICAGO,IL,60625,03/19/2020,Canvass,Pass w/ Conditions,"8. HANDS CLEAN & PROPERLY WASHED - Comments: OBSERVED,POOR HYGIENIC PRACTICES;FOOD HANDLERS PERFORMING MULTIPLE TASKS.OBSERVED FOOD EMPLOYEE HANDLING MONEY AND CLOTHING THAN HANDLING READY TO EAT FOODS (HUMMUS AND PITA BREAD) AND NOT WASHING HANDS .INSTRUCTED MANAGER MUST PROPERLY WASH HANDS AFTER ANY POSSIBLE SOURCE OF CONTAMINATION. PRIORITY VIOLATION 7-38-010,NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED FACILITY MISSING EMPLOYEE HAND WASHING SIGNAGE WHEN RETURNING TO WORK FROM RESTROOM. INFORMED PERSON IN CHARGE TO OBTAIN AND MAINTAIN SIGNAGE | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND SINK IN FRONT SERVICE AREA OF FACILITY. FACILITY MUST OBTAIN AND INSTALL A HAND SINK UNDER CITY WATER PRESSURE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION. 7-38-030(C). NO CITATION ISSUES | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY TO EAT, TEMPERATURE CONTROL FOR SAFETY FOODS (CHICKEN PIECE, RICE)NOT PROPERLY DATED , STORED LONGER THAN 24 HOURS IN COOLERS. INSTRUCTED TO PROVIDE PROPER DATE MARKING WITH DISPOSITION DATE FOR RTE FOODS PREPARED ON SITE AND HELD OVER 24 HOURS IN COLD HOLDING UNIT. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. 7-38-005 | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOOD CONTAINERS STORED ON FLOOR IN PREP, STORAGE AND WALK-IN COOLER/FREEZERS. MUST PROVIDE PROPER, RAISED SHELVING TO STORE FOOD CONTAINERS 6' OFF FLOOR | 40. PERSONAL CLEANLINESS - Comments: OBSERVED THAT EMPLOYEE WORE WATCHES AND BRACELETS ON HANDS WHILE WORKING WITH FOOD.MUST REMOVE ALL JEWELRY EXCEPT PLAIN WEDDING BAND FROM HANDS WHILE WORKING WITH EXPOSED FOOD | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: NOTED DIRTY WIPING CLOTHS ON PREP TABLES AT FRONT AND REAR PREP AREAS. NOT PROPERLY STORED. INSTRUCTED TO PROPERLY STORE ALL WASHCLOTHS IN A SANITIZING SOLUTION ESPECIALLY WHEN NOT IN USE | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED TONGS AND SERVING UTENSILS STORED DIRECTLY ON SOME FOOD WITH HANDLES IN CONTACT WITH THE FOOD. MUST REMOVE AND STORE ALL UTENSILS WITH THE HANDLES UP AND AWAY FROM DIRECT CONTACT WITH FOOD, IN-BETWEEN USAGE.  | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED USE OF UTENSILS WITHOUT HANDLES TO SERVE RICE AND OTHER COOK ITEMS. MUST PROVIDE PROPER UTENSILS WITH HANDLES TO PREVENT CROSS CONTAMINATION OF FOOD FROM HANDS | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED USE OF UNPROTECTED WOOD IN ROW FOOD PREPARATION PROCESS AS SUPPORT OF FOOD SKEWER'S FOR KABOB PREPARED FOR GRILLING.MUST USE EASY CLEANABLE MATERIALS DO NOT USE UNPROTECTED WOOD IN USE PREPARATION,  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED SOME DISHES USED FOR COOKING AND FOOD PREPARATION TO BE BIGGER THAN 3 COMPARTMENT SINK(OR DISH MACHINE) AND CANT BE SUBMERGED IN WASH WATER IN SINK.MUST PROVIDE CLEANING PROCEDURE FOR EACH SEPARATE PIECE OF FOOD-CONTACT EQUIPMENT WITH DESCRIPTION HOW TO BE CLEANED IN PLACE AND/OR MUST SUBMIT THE PROCEDURES TO CDPH AT FOOD@CITYOFCHICAGO.ORG FOR APPROVAL OR PRESENT PROCEDURE TO DEPARTMENT REPRESENTATIVE PRIOR INSPECTION FOR ON SITE REVIEW AND APPROVAL.NO CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST NOT USE UNPROTECTED WOOD ON DOORS TO WALK IN COOLER-FREEZER AND BASEMENT WASHROOM DOOR | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTION INSTALLED ON HOSE USE FOR FLOOR WASHING IN BASEMENT. MUST INSTALL AND MAINTAIN | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED THAT EMPLOYEE BASEMENT TOILET ROOM DOOR ARE NOT CLOSED WHEN NOT IN USE.TOILET ROOM DOOR MUST REMAIN CLOSED EXCEPT DURING CLEANING OPERATIONS | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR CEILING IN DISHWASHING AREA AND MUST REPAIR LEAK FROM ROOF IN SAME AREA | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OPEN CEILING IN FOOD PREP AREA IN BASEMENT | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST PROVIDE PROTECTIVE SHIELDS OR SHATTER PROOF BULBS IN WARE WASHING AREA",41.96807735259296,-87.70860691495594,"(-87.70860691495594, 41.96807735259296)"
2366058,BOBIJOA,BOBIJOA,Restaurant,Risk 1 (High),1140 W 18TH ST ,CHICAGO,IL,60608,03/19/2020,License,Not Ready,,41.85808706955663,-87.65500878752039,"(-87.65500878752039, 41.858087069556625)"
2366055,"GYRO GRILL MG, INC",GRYO GRILL,Restaurant,Risk 1 (High),3660 W 111TH ST ,CHICAGO,IL,60655,03/19/2020,License,Fail,,41.691485471621924,-87.71303008858897,"(-87.71303008858897, 41.69148547162192)"
2366314,CECE'S CAFE,CECE'S CAFE,,Risk 3 (Low),7212 N CLARK ST ,CHICAGO,IL,60626,03/19/2020,Canvass,Out of Business,,42.01303497781165,-87.67485598691714,"(-87.67485598691714, 42.01303497781165)"
2366049,GARY COMER YOUTH CENTER,GARY COMER YOUTH CENTER,Catering,Risk 1 (High),7200 S INGLESIDE AVE ,CHICAGO,IL,60619,03/19/2020,Canvass,No Entry,,41.76407031907095,-87.60201084692068,"(-87.60201084692068, 41.764070319070946)"
2366040,SUPERMERCADO EL MEXICANO,SUPERMERCADO EL MEXICANO,,Risk 3 (Low),6703 N CLARK ST ,CHICAGO,IL,60626,03/19/2020,Canvass,Out of Business,,42.003646528550505,-87.67237255895857,"(-87.67237255895857, 42.003646528550505)"
2366042,WENDY'S,WENDY'S,Restaurant,Risk 1 (High),2215 N WASHTENAW AVE ,CHICAGO,IL,60647,03/19/2020,Canvass,Pass w/ Conditions,49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE INTERIOR OF THE CONDIMENT AND INGREDIENT COOLER NEXT TO THE GRILL AREA. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED AN EXCESSIVE AMOUNT OF GARBAGE AND LITTER ON THE GROUND SURROUNDING THE GARBAGE DUMPSTERS IN THE DUMPSTER CORRAL.  MANAGEMENT INSTRUCTED TO CLEAN AND MAINTAIN THE OUTSIDE GARBAGE AREA CLEAN AT ALL TIMES.  PRIORITY FOUNDATION 7-38-020(B).  NO CITATION ISSUED.,41.92218252544952,-87.69539385024225,"(-87.69539385024225, 41.92218252544952)"
2366024,LAS DELICIAS DE MICHOACAN INC,LAS DELICIAS DE MICHOACAN INC,Restaurant,Risk 2 (Medium),4308 W 31ST ST ,CHICAGO,IL,60623,03/19/2020,Canvass,Out of Business,,41.83690758209492,-87.7320660259724,"(-87.73206602597241, 41.836907582094916)"
2365998,CITY GRILL AND CAFE,,Restaurant,Risk 2 (Medium),4942 W CHICAGO AVE ,CHICAGO,IL,60651,03/18/2020,Canvass,Out of Business,,41.895080938135145,-87.74997733714781,"(-87.74997733714781, 41.895080938135145)"
2365978,"AMSTAR FUEL, MINI MART, & TASTY CHICKEN","AMSTAR FUEL, MINI MART, & TASTY CHICKEN",Grocery Store,Risk 1 (High),8058 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,03/18/2020,Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE FOR ALL FOOD EMPLOYEES. MANAGER PRESENTED ONE SIGNED EMPLOYEE HEALTH POLICY. INSTRUCTED TO OBTAIN  EMPLOYEE HEALTH POLICIES MAINTAINED WITH VERIFIABLE SIGNED COPIES ON SITE FOR EACH FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE AT MINIMUM A DISPOSABLE MOP, DISPOSABLE LATEX GLOVES, DISPOSABLE MASK, AND ADEQUATE SANITIZER ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP POLICY AND SUPPLIES TO PROPERLY HANDLE BODILY FLUID SPILLS ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWEL AT THE HANDSINK IN THE PREP AREA. INFORMED PERSON IN CHARGE THAT PAPER TOWELS MUST BE AVAILABLE AT HAND SINKS AT ALL TIMES. FOOD HANDLER OBTAINED PAPER TOWEL FOR HAND SINK DURING TIME OF INSPECTION PRIORITY FOUNDATION VIOLATION #7-38-030(C). NO CITATION ISSUED. | 13. FOOD IN GOOD CONDITION, SAFE, & UNADULTERATED - Comments: NOTED DELI MEAT IN DELI DISPLAY COOLER WITH EXPIRATION DATES RANGING BETWEEN 3/4/20-3/6/20: TURKEY HAM (4LB/$3), HAM (4LB/$3) AND PASTRAMI (5LB/$4). CERTIFIED FOOD MANAGER IMMEDIATELY DISCARDED OF 15 LBS OF PRODUCTS $26.00 THROUGH DENATURING PROCESS.  PRIORITY VIOLATION #7-38-050(A). NO CITATION ISSUED. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: NOTED INTERNAL TEMPERATURES OF THE FOLLOWING TIME/TEMPERATURE CONTROL FOR SAFETY FOOD ITEMS INSIDE THE 2-DOOR REACH IN COOLER TO BE IMPROPER: HARD BOILED EGGS 66F. CERTIFIED FOOD MANAGER IMMEDIATELY AND VOLUNTARILY DISPOSED OF 1LBS OF PRODUCTS WORTH $5 THROUGH DENATURING PROCESS.  PRIORITY VIOLATION #7-38-005. NO CITATION ISSUED.  | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT, TIME/TEMPERATURE CONTROL FOR SAFETY (TCS) FOODS (DELI MEAT, SLICED TOMATOES, SHREDDED LETTUCE ETC.) NOT DATE MARKED TO INDICATE THE PRODUCT'S NAME AND DATE IN WHICH THE FOOD MUST BE SOLD, DISCARDED OR CONSUMED WITHIN 7 DAYS. INSTRUCTED TO PROVIDE PROPER LABELS FOR DATE MARKING AND DISCARD DATE FOR REFRIGERATED, READY-TO-EAT, TCS FOODS HELD OVER 24HRS PLACED IN ALL COLD-HOLDING UNITS. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED IN-USE BOTTLES OF MILD SAUCE, HOT SAUCE AND OTHER CONDIMENTS NOT INSIDE ORIGINAL CONTAINERS. INSTRUCTED TO LABEL ALL FOODS NOT IN ORIGINAL PACKAGE | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WET WIPING CLOTHS ON COUNTER SURFACES IN THE PREP AREA. MUST PROPERLY STORE WIPING CLOTHS IN A SANITIZING SOLUTION BETWEEN USE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED PREPPED FOOD (RAW CHICKEN, SLICED ONION, SLICED TOMATOES ETC) STORED IN PLASTIC STORAGE TOTES IN THE REAR 3-DOOR DISPLAY COOLER, DELI COOLER, 2-DOOR REACH IN PREP COOLER, AND FREEZER. MANAGEMENT INSTRUCTED TO USE PROPER FOOD GRADE STORAGE BAGS AND CONTAINERS ONLY. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTER DEVICE ON THE UTILITY SINK AND COFFEE MACHINE. INSTRUCTED TO INSTALL SO THAT IT CAN BE LOCATED, SERVICED AND MAINTAINED. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED EMPLOYEE TOILET ROOM WITHOUT TOILET TISSUE. INSTRUCTED PERSON IN CHARGE THAT A SUPPLY OF TOILET TISSUE MUST BE AVAILABLE AT EACH TOILET.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SEVERAL MOPS IN POSITIONS THROUGHOUT THE REAR STORAGE AREA THAT DOES NOT ALLOW TO DRY PROPERLY AND PREVENT PEST HARBORAGE. MUST STORE MOP AFTER USE IN A MOUNTED POSITION THAT ALLOWS FOR AIR-DRYING WITHOUT SOILING AND PEST HARBORAGING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED WATER STAINED AND MISSING CEILING TILES IN THE LOBBY, PREP AND REAR STORAGE AREA. INSTRUCTED TO PROVIDE MISSING PANELS AND REPLACE THE STAINED CEILING TILES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON THE FLOORS AND SURFACES THROUGHOUT THE FACILITY. INSTRUCTED TO DETAIL CLEAN UNDER ALL SHELVING UNITS, INTERIOR OF PREP COOLERS, HOT-HOLDING UNITS, PREP TABLES AND DEEP FRYERS TO REMOVE SPILLS, FOOD DEBRIS, DIRT BUILDUP AND/OR GREASE. MUST MAINTAIN AT ALL TIMES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED A BURNED OUT LIGHT-BULB IN THE 3-DOOR DISPLAY COOLER LOCATED IN THE REAR. INSTRUCTED TO REPLACE BULB AND MAINTAIN LIGHTING IN THE UNIT.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO CERTIFIED FOOD MANAGER WITH ALLERGEN TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING. MUST PROVIDE DOCUMENTATION.",41.74771621096999,-87.6052845464692,"(-87.60528454646922, 41.74771621096999)"
2365973,GRAND & PULASKI CITGO,DUNKIN DONUTS,Grocery Store,Risk 2 (Medium),1345 N PULASKI RD ,CHICAGO,IL,60651,03/18/2020,Canvass,Out of Business,,41.90579384033892,-87.72625113707164,"(-87.72625113707164, 41.90579384033892)"
2365945,CHICAGOALND COOKIE LLC LINCOLN PARK SERIES,CHICAGOALND COOKIE LLC LINCOLN PARK SERIES,,All,3759 N RACINE AVE ,CHICAGO,IL,60613,03/17/2020,License,Not Ready,,41.95051552293134,-87.65910481634444,"(-87.65910481634444, 41.95051552293134)"
2365946,CAFE IL CORTILE RESTAURANTE,CAFE IL CORTILE RESTAURANTE,Restaurant,Risk 1 (High),8443-8445 W LAWRENCE AVE ,CHICAGO,IL,60656,03/17/2020,Canvass,Out of Business,,41.96645317297049,-87.83838525840711,"(-87.83838525840713, 41.96645317297049)"
2365936,BEEZZEE,BEEZZEE,Restaurant,Risk 1 (High),424 S WABASH AVE ,CHICAGO,IL,60605,03/17/2020,License,Pass,,41.87635126679324,-87.62618919572563,"(-87.62618919572564, 41.87635126679324)"
2365932,INCOME TAX,INCOME TAX,Restaurant,Risk 1 (High),5957-5959 N BROADWAY ,CHICAGO,IL,60660,03/17/2020,Canvass,No Entry,,41.99069647164377,-87.66014073065755,"(-87.66014073065755, 41.990696471643766)"
2365914,TIKKA N CURRY,TIKKA N CURRY,Restaurant,Risk 1 (High),400 S FINANCIAL PL ,CHICAGO,IL,60605,03/17/2020,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN THE CEILING FAN IN THE REAR PREP AREA AND CEILING VENTS IN THE REAR PREP AREA AND FRONT SERVING AREA TO REMOVE DUST BUILD UP.  CLEAN VENTILATION FAN ON THE CEILING OF THE WASHROOM TO REMOVE DUST. CLEAN THE FLOORS UNDER AROUND AND BEHIND COOKING AND OTHER KITCHEN EQUIPMENT WHERE NEEDED. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: CLEAN VENTS INSIDE OF HOODED SYSTEM ABOVE COOKING EQUIPMENT.",41.876797440785374,-87.63325591022408,"(-87.63325591022408, 41.876797440785374)"
2365916,NEW STONY SUMBARINE INC.,NEW STONY SUBMARINE,Restaurant,Risk 1 (High),8440 S STONY ISLAND AVE ,CHICAGO,IL,60617,03/17/2020,Complaint Re-Inspection,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 OBSERVED NO BACK FLOW PREVENTER DEVICE ON THE UTILITY SINK. INSTRUCTED TO INSTALL SO THAT IT CAN BE LOCATED, SERVICED AND MAINTAINED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11	 OBSERVED CARDBOARD NAILED TO WALL IN REAR WHERE HOT WATER HEATER IS LOCATED. INSTRUCTED TO REMOVE CARDBOARD AND RESURFACE TO ENSURE WALLS ARE SEALED, SMOOTH AND EASILY CLEANABLE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-304.11 OBSERVED NON-FUNCTIONING EXHAUST VENTILATION FAN IN THE WASHROOM. INSTRUCTED TO PROVIDE A WORKING EXHAUST VENTILATION FAN.",41.74116698497552,-87.58589023625538,"(-87.58589023625537, 41.74116698497552)"
2365908,LA PHARMACIE,LA PHARMACIE,Restaurant,Risk 1 (High),5557 N SHERIDAN RD ,CHICAGO,IL,60640,03/17/2020,License,Pass w/ Conditions,,41.983472911754426,-87.65503287314291,"(-87.6550328731429, 41.983472911754426)"
2365911,THE BAGEL INC,THE BAGEL INC,Restaurant,Risk 1 (High),3107 N BROADWAY ,CHICAGO,IL,60657,03/17/2020,Complaint Re-Inspection,Pass,,41.93799979314034,-87.64418473186258,"(-87.64418473186258, 41.93799979314034)"
2365912,HOMESLYCE WHEEL HOUSE,HOMESLICE,Restaurant,Risk 1 (High),934-938 W WEBSTER AVE ,CHICAGO,IL,60614,03/17/2020,Canvass,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: DRY FOOD CONTAINERS IN BASEMENT PREP AREA MUST BE LABELED WITH COMMON NAME | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: DEBRIS INSIDE THE KNIFE RACK ABOVE THE PREP TABLE BY THE MEAT SLICER, CLEAN AND MAINTAIN.",41.921866539026375,-87.65242305270903,"(-87.65242305270903, 41.921866539026375)"
2365901,HARPER THEATER,HARPER THEATER,MOVIE THEATRE,Risk 2 (Medium),5238 S HARPER AVE ,CHICAGO,IL,60615,03/17/2020,Complaint,No Entry,,41.79978268692154,-87.58924774231797,"(-87.58924774231797, 41.79978268692154)"
2365892,KASAMA,KASAMA,Restaurant,Risk 3 (Low),1001 N WINCHESTER AVE ,CHICAGO,IL,60622,03/17/2020,License,Pass,,41.8996641853712,-87.67578654766524,"(-87.67578654766524, 41.8996641853712)"
